-3,"[[0, 0], [0, 1], [0, 2], [1, 2], [1, 1], [1, 0], [2, 0], [2, 1]]","{'[1, 1]': 'H', '[0, 2]': 'P', '[0, 0]': 'H', '[2, 1]': 'H', '[1, 2]': 'H', '[2, 0]': 'P', '[0, 1]': 'H', '[1, 0]': 'H'}","[[[0, 0], [1, 0]], [[0, 1], [1, 1]], [[1, 1], [2, 1]]]"
-3,"[[0, 0], [0, -1], [0, -2], [1, -2], [1, -1], [1, 0], [1, 1], [0, 1]]","{'[1, 1]': 'P', '[1, -1]': 'H', '[0, 1]': 'H', '[0, -1]': 'H', '[0, 0]': 'H', '[1, -2]': 'H', '[0, -2]': 'P', '[1, 0]': 'H'}","[[[0, 0], [0, 1]], [[0, 0], [1, 0]], [[0, -1], [1, -1]]]"
-3,"[[0, 0], [-1, 0], [-2, 0], [-2, -1], [-1, -1], [0, -1], [1, -1], [1, 0]]","{'[1, 0]': 'H', '[-2, 0]': 'P', '[1, -1]': 'P', '[-1, -1]': 'H', '[-2, -1]': 'H', '[0, 0]': 'H', '[0, -1]': 'H', '[-1, 0]': 'H'}","[[[0, 0], [0, -1]], [[0, 0], [1, 0]], [[-1, 0], [-1, -1]]]"
-3,"[[0, 0], [0, -1], [-1, -1], [-1, 0], [-1, 1], [-1, 2], [0, 2], [0, 1]]","{'[-1, 2]': 'H', '[0, 2]': 'P', '[-1, -1]': 'P', '[0, -1]': 'H', '[0, 0]': 'H', '[-1, 1]': 'H', '[0, 1]': 'H', '[-1, 0]': 'H'}","[[[0, 0], [0, 1]], [[0, 0], [-1, 0]], [[-1, 1], [0, 1]]]"
-3,"[[0, 0], [-1, 0], [-1, -1], [0, -1], [1, -1], [1, 0], [2, 0], [2, -1]]","{'[2, -1]': 'H', '[1, -1]': 'H', '[-1, -1]': 'P', '[0, -1]': 'H', '[0, 0]': 'H', '[1, 0]': 'H', '[2, 0]': 'P', '[-1, 0]': 'H'}","[[[0, 0], [0, -1]], [[0, 0], [1, 0]], [[1, -1], [2, -1]]]"
-3,"[[0, 0], [0, 1], [0, 2], [1, 2], [1, 1], [1, 0], [1, -1], [0, -1]]","{'[1, 1]': 'H', '[0, 2]': 'P', '[0, -1]': 'H', '[0, 0]': 'H', '[1, -1]': 'P', '[1, 2]': 'H', '[0, 1]': 'H', '[1, 0]': 'H'}","[[[0, 0], [0, -1]], [[0, 0], [1, 0]], [[0, 1], [1, 1]]]"
-3,"[[0, 0], [1, 0], [1, 1], [0, 1], [-1, 1], [-2, 1], [-2, 0], [-1, 0]]","{'[1, 1]': 'P', '[-1, 0]': 'H', '[-2, 1]': 'H', '[0, 0]': 'H', '[-2, 0]': 'P', '[-1, 1]': 'H', '[0, 1]': 'H', '[1, 0]': 'H'}","[[[0, 0], [0, 1]], [[0, 0], [-1, 0]], [[-1, 1], [-1, 0]]]"
-3,"[[0, 0], [-1, 0], [-2, 0], [-2, -1], [-1, -1], [-1, -2], [0, -2], [0, -1]]","{'[-2, 0]': 'P', '[-1, 0]': 'H', '[0, 0]': 'H', '[-1, -2]': 'H', '[0, -2]': 'P', '[0, -1]': 'H', '[-2, -1]': 'H', '[-1, -1]': 'H'}","[[[0, 0], [0, -1]], [[-1, 0], [-1, -1]], [[-1, -1], [0, -1]]]"
-3,"[[0, 0], [-1, 0], [-1, -1], [0, -1], [1, -1], [1, 0], [1, 1], [0, 1]]","{'[-1, 0]': 'H', '[0, 1]': 'H', '[1, 0]': 'H', '[1, 1]': 'P', '[0, -1]': 'H', '[1, -1]': 'H', '[0, 0]': 'H', '[-1, -1]': 'P'}","[[[0, 0], [0, 1]], [[0, 0], [0, -1]], [[0, 0], [1, 0]]]"
-3,"[[0, 0], [0, -1], [-1, -1], [-1, 0], [-1, 1], [0, 1], [1, 1], [1, 0]]","{'[-1, 0]': 'H', '[0, 1]': 'H', '[1, 0]': 'H', '[1, 1]': 'P', '[0, -1]': 'H', '[-1, 1]': 'H', '[0, 0]': 'H', '[-1, -1]': 'P'}","[[[0, 0], [0, 1]], [[0, 0], [1, 0]], [[0, 0], [-1, 0]]]"
-3,"[[0, 0], [0, 1], [1, 1], [1, 0], [1, -1], [0, -1], [-1, -1], [-1, 0]]","{'[0, -1]': 'H', '[0, 1]': 'H', '[0, 0]': 'H', '[1, 0]': 'H', '[-1, -1]': 'P', '[1, 1]': 'P', '[1, -1]': 'H', '[-1, 0]': 'H'}","[[[0, 0], [0, -1]], [[0, 0], [1, 0]], [[0, 0], [-1, 0]]]"
-3,"[[0, 0], [1, 0], [2, 0], [2, -1], [1, -1], [0, -1], [-1, -1], [-1, 0]]","{'[0, -1]': 'H', '[2, 0]': 'P', '[0, 0]': 'H', '[1, -1]': 'H', '[1, 0]': 'H', '[-1, -1]': 'P', '[-1, 0]': 'H', '[2, -1]': 'H'}","[[[0, 0], [0, -1]], [[0, 0], [-1, 0]], [[1, 0], [1, -1]]]"
-3,"[[0, 0], [1, 0], [1, -1], [0, -1], [-1, -1], [-1, 0], [-1, 1], [0, 1]]","{'[-1, -1]': 'H', '[-1, 0]': 'H', '[1, 0]': 'H', '[0, -1]': 'H', '[-1, 1]': 'P', '[1, -1]': 'P', '[0, 0]': 'H', '[0, 1]': 'H'}","[[[0, 0], [0, 1]], [[0, 0], [0, -1]], [[0, 0], [-1, 0]]]"
-3,"[[0, 0], [-1, 0], [-2, 0], [-2, 1], [-1, 1], [-1, 2], [0, 2], [0, 1]]","{'[-2, 0]': 'P', '[-1, 0]': 'H', '[-1, 2]': 'H', '[0, 2]': 'P', '[-2, 1]': 'H', '[-1, 1]': 'H', '[0, 0]': 'H', '[0, 1]': 'H'}","[[[0, 0], [0, 1]], [[-1, 0], [-1, 1]], [[-1, 1], [0, 1]]]"
-3,"[[0, 0], [0, -1], [1, -1], [1, 0], [1, 1], [0, 1], [-1, 1], [-1, 0]]","{'[-1, 0]': 'H', '[1, 0]': 'H', '[1, 1]': 'H', '[0, -1]': 'H', '[-1, 1]': 'P', '[1, -1]': 'P', '[0, 0]': 'H', '[0, 1]': 'H'}","[[[0, 0], [0, 1]], [[0, 0], [1, 0]], [[0, 0], [-1, 0]]]"
